flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,attack_label,bytes_per_sec,pkts_per_sec,fwd_to_bwd_ratio,protocol_other,protocol_tcp,protocol_udp,__perturbed
198,2,2,62,94,BENIGN,0.7878787878787878,0.0202020202020202,0.6666666666666666,False,False,True,0
260,2,2,64,120,BENIGN,0.7076923076923077,0.0153846153846153,0.6666666666666666,False,False,True,0
214,3,3,95,224,BENIGN,1.4906542056074767,0.028037383177570093,0.75,False,False,True,1
87,1,3,0,18,BENIGN,0.2068965517241379,0.0459770114942528,0.25,False,True,False,0
90,1,1,0,0,BENIGN,0.0,0.0222222222222222,0.5,False,True,False,0
65089633,8,7,48,0,BENIGN,7.374446250142476e-07,2.304514453169524e-07,1.0,False,True,False,0
79792600,16,5,12764,36,BENIGN,0.00016041587816414054,2.6318230011304304e-07,2.6666666666666665,False,False,True,1
269,3,1,18,6,BENIGN,0.0892193308550185,0.0148698884758364,1.5,False,True,False,0
5410748,9,6,348,3490,BENIGN,0.0007093289134884,2.7722599537069557e-06,1.2857142857142858,False,True,False,0
53,1,1,6,6,BENIGN,0.2264150943396226,0.0377358490566037,0.5,False,True,False,0
49,2,0,12,0,BENIGN,0.2448979591836734,0.0408163265306122,2.0,False,True,False,0
34081480,8,6,316,11595,DoS Hulk,0.0003494859965001,4.107802830158784e-07,1.1428571428571428,False,True,False,0
59378,1,1,48,48,BENIGN,0.0016167604163158,3.368250867324598e-05,0.5,False,False,True,0
44,2,1,2,12,PortScan,0.3181818181818182,0.06818181818181818,1.0,False,False,True,1
149,2,2,102,134,BENIGN,1.5838926174496644,0.0268456375838926,0.6666666666666666,False,False,True,0
305,1,4,53,738,BENIGN,2.59344262295082,0.01639344262295082,0.2,False,False,True,1
192,2,2,96,180,BENIGN,1.4375,0.0208333333333333,0.6666666666666666,False,False,True,0
181,2,1,37,6,BENIGN,0.2375690607734806,0.0165745856353591,1.0,False,True,False,0
1004,5,0,6,0,DoS Hulk,0.0059760956175298,0.0049800796812749,5.0,False,True,False,0
110,2,0,12,0,BENIGN,0.109090909090909,0.0181818181818181,2.0,False,True,False,0
98696672,7,5,11595,336,BENIGN,0.0001208855350259,1.2158464674472508e-07,1.1666666666666667,False,True,False,0
126,1,3,0,0,BENIGN,0.0,0.0317460317460317,0.25,False,True,False,0
54,1,3,6,18,BENIGN,0.4444444444444444,0.074074074074074,0.25,False,True,False,0
251,2,2,60,264,BENIGN,1.290836653386454,0.0159362549800796,0.6666666666666666,False,False,True,0
34083,15,8,18467,36,BENIGN,0.5428806149693396,0.000674823225655,1.6666666666666667,False,True,False,0
24999,2,2,60,120,BENIGN,0.0072002880115204,0.000160006400256,0.6666666666666666,False,False,True,0
767982,3,4,303,218,BENIGN,0.0006784013166975267,9.114796961387115e-06,0.6,False,False,True,1
4,1,1,2,6,PortScan,2.0,0.5,0.5,False,True,False,0
56087897,35,57,971,110284,BENIGN,0.0019835830179191,1.640282572905167e-06,0.603448275862069,False,True,False,0
6982261,2,3,10,72,BENIGN,1.1744046806614648e-05,7.161004150374786e-07,0.5,False,False,True,1
33,1,1,6,6,BENIGN,0.3636363636363636,0.0606060606060606,0.5,False,True,False,0
86112107,19,4,109,28613,DDoS,0.0003335419489851758,2.670936852119993e-07,3.8,False,False,True,1
54116,1,2,117,148,BENIGN,0.004896888166161579,5.543646980560278e-05,0.3333333333333333,False,True,False,1
3489166,4,4,138,898,BENIGN,0.0002969190918402,2.292811520002201e-06,0.8,False,False,True,0
62835,2,2,62,90,BENIGN,0.0024190339778785,6.365878889154133e-05,0.6666666666666666,False,False,True,0
159,2,2,88,200,BENIGN,1.8113207547169807,0.0251572327044025,0.6666666666666666,False,False,True,0
206212,2,2,90,122,BENIGN,0.0010280682016565,1.9397513238802787e-05,0.6666666666666666,False,False,True,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
70695,2,2,78,274,BENIGN,0.0049791357238842,5.65810877714124e-05,0.6666666666666666,False,False,True,0
105913028,22,14,1269,1930,BENIGN,3.0204027402559013e-05,3.399015275061346e-07,1.4666666666666666,False,False,True,1
83,2,2,4,12,BENIGN,0.1927710843373494,0.0481927710843373,0.6666666666666666,False,True,False,0
30542,4,2,168,162,BENIGN,0.0108047933992534,0.0001964507890773,1.3333333333333333,False,False,True,0
156,2,2,86,198,BENIGN,1.8205128205128205,0.0256410256410256,0.6666666666666666,False,False,True,0
5764629,4,3,20,0,BENIGN,3.469434026023184e-06,1.2143019091081142e-06,1.0,True,False,False,1
170,2,2,66,98,BENIGN,0.9647058823529412,0.0235294117647058,0.6666666666666666,False,False,True,0
22455,1,1,48,48,BENIGN,0.0042752171008684,8.90670229347584e-05,0.5,False,False,True,0
77,3,1,43,6,BENIGN,0.6363636363636364,0.0519480519480519,1.5,False,True,False,0
102051567,8,7,364,11595,DoS Hulk,0.0001171858536968,1.4698451421133006e-07,1.0,False,True,False,0
30775,1,1,51,67,BENIGN,0.0038342810722989,6.498781478472787e-05,0.5,False,False,True,0
98900667,7,5,295,11595,DoS Hulk,0.0001202216361189,1.2133386319831392e-07,1.1666666666666667,False,True,False,0
30981863,13,8,1305,3952,BENIGN,0.0001696799188609,6.778159208824853e-07,1.4444444444444444,False,True,False,0
55,1,1,0,6,PortScan,0.109090909090909,0.0363636363636363,0.5,False,True,False,0
6176103,3,0,30,0,DDoS,4.857431943735395e-06,4.857431943735395e-07,3.0,True,False,False,1
2,1,1,0,6,PortScan,3.0,1.0,0.5,False,True,False,0
116151951,17,16,2390,2692,BENIGN,4.375303175062466e-05,2.8411059578327705e-07,1.0,False,True,False,0
74666690,2,2,98,320,BENIGN,5.598212536272868e-06,5.357141183036237e-08,0.6666666666666666,False,False,True,0
66,2,2,4,12,BENIGN,0.2424242424242424,0.0606060606060606,0.6666666666666666,False,True,False,0
1405841,6,4,568,137,BENIGN,0.0005014791857685,7.113179939978988e-06,1.2,False,True,False,0
68173716,19,16,2585,2362,BENIGN,7.256462299928025e-05,5.133943410096642e-07,1.1176470588235294,False,True,False,0
314,2,2,72,268,BENIGN,1.0828025477707006,0.0127388535031847,0.6666666666666666,False,False,True,0
117672829,16,12,1002,5738,BENIGN,5.727745357426565e-05,2.37947878350065e-07,1.2307692307692308,False,True,False,0
4,1,2,6,12,BENIGN,4.5,0.75,0.3333333333333333,False,True,False,0
64,2,2,4,12,BENIGN,0.25,0.0625,0.6666666666666666,False,True,False,0
6314773,4,0,0,0,DoS GoldenEye,0.0,6.334352794629356e-07,4.0,False,True,False,1
15,2,1,2,14,PortScan,1.0666666666666667,0.2,1.0,True,False,False,1
31071,2,2,76,180,BENIGN,0.0082391941038267,0.0001287374078722,0.6666666666666666,False,False,True,0
32687,3,2,58,90,BENIGN,0.004527793924190045,0.00015296601095236639,1.0,False,True,False,1
306974,4,2,220,452,BENIGN,0.0021891104784118,1.95456292715344e-05,1.3333333333333333,False,False,True,0
1448,2,2,60,344,BENIGN,0.2790055248618784,0.0027624309392265,0.6666666666666666,False,False,True,0
83833004,6,6,396,1164,BENIGN,1.8608423002472868e-05,1.4314171540363745e-07,0.8571428571428571,False,False,True,0
44,1,1,0,6,PortScan,0.1363636363636363,0.0454545454545454,0.5,False,True,False,0
40027497,13,8,1488,5414,BENIGN,0.0001724314662992,5.246393497949672e-07,1.4444444444444444,False,True,False,0
1179964,3,7,26,11601,DDoS,0.009853690451573,8.474834825469252e-06,0.375,False,True,False,0
5,1,1,0,6,PortScan,1.2,0.4,0.5,False,True,False,0
13384,2,2,12,0,DoS Hulk,0.0008965929468021,0.0002988643156007,0.6666666666666666,False,True,False,0
5459696,3,1,0,0,BENIGN,0.0,7.326415243632612e-07,1.5,False,True,False,0
12,3,2,14,7,BENIGN,1.75,0.4166666666666667,1.0,True,False,False,1
23323,1,1,0,0,BENIGN,0.0,8.575226171590276e-05,0.5,False,True,False,0
196,2,2,140,396,BENIGN,2.7346938775510203,0.0204081632653061,0.6666666666666666,False,False,True,0
5180495,8,6,370,3710,BENIGN,0.0007875695276223,2.7024444575277074e-06,1.1428571428571428,False,True,False,0
1124,1,1,44,60,BENIGN,0.092526690391459,0.0017793594306049,0.5,False,False,True,0
2,1,1,0,6,PortScan,3.0,1.0,0.5,False,True,False,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
199098,3,6,26,11607,DDoS,0.0584285125917889,4.520386945122503e-05,0.4285714285714285,False,True,False,0
166337,12,13,454,20347,BENIGN,0.1250533555372527,0.0001502972880357,0.8571428571428571,False,True,False,0
358870,15,11,974,7387,BENIGN,0.0232981302421489,7.244963357204559e-05,1.25,False,True,False,0
250,2,2,84,228,BENIGN,1.248,0.016,0.6666666666666666,False,False,True,0
50,2,2,4,12,BENIGN,0.32,0.08,0.6666666666666666,False,True,False,0
144129,50,59,1331,110185,BENIGN,0.7737235393293508,0.0007562669552969,0.8333333333333334,False,True,False,0
78,2,1,31,6,BENIGN,0.4743589743589743,0.0384615384615384,1.0,False,True,False,0
23965,2,2,88,218,BENIGN,0.0127686209054871,0.0001669100771959,0.6666666666666666,False,False,True,0
4066512,5,2,123,46,BENIGN,4.155895765215989e-05,1.721376944172303e-06,1.6666666666666667,False,True,False,0
162,2,5,219,276,BENIGN,3.0555555555555554,0.043209876543209874,0.3333333333333333,False,False,True,1
52219185,4,2,84,887,BENIGN,1.8594698481027613e-05,1.1490029957380606e-07,1.3333333333333333,False,False,True,1
102447904,14,6,367,14253,DoS Hulk,0.00014270667753241687,1.9522117309496152e-07,2.0,False,True,False,1
38,1,1,0,0,BENIGN,0.0,0.0526315789473684,0.5,False,True,False,0
65460,1,1,56,72,BENIGN,0.0019553926061717,3.055300947143294e-05,0.5,False,False,True,0
85771243,4,6,329,11595,DoS Hulk,0.0001390209536779,1.1658919295363365e-07,0.5714285714285714,False,True,False,0
67,2,1,31,6,BENIGN,0.5522388059701493,0.044776119402985,1.0,False,True,False,0
61,1,1,6,6,BENIGN,0.1967213114754098,0.0327868852459016,0.5,False,True,False,0
62095,1,1,43,136,BENIGN,0.0028826797648763,3.2208712456719543e-05,0.5,False,False,True,0
88527640,21,11,294,25917,DoS Hulk,0.0002960770218205297,3.614690282040728e-07,1.75,True,False,False,1
48800,3,4,442,361,BENIGN,0.0164549180327868,0.0001434426229508,0.6,False,True,False,0
117279913,17,17,1566,5779,BENIGN,6.26279455033361e-05,2.899047171018962e-07,0.9444444444444444,False,True,False,0
23852,2,2,148,312,BENIGN,0.019285594499413,0.000167700821734,0.6666666666666666,False,False,True,0
691,10,10,680,620,BENIGN,1.8813314037626627,0.0289435600578871,0.9090909090909092,False,False,True,0
67,1,3,4,5,PortScan,0.13432835820895522,0.05970149253731343,0.25,False,False,True,1
87,1,1,0,0,BENIGN,0.0,0.0229885057471264,0.5,False,True,False,0
254,2,2,90,122,BENIGN,0.8346456692913385,0.0157480314960629,0.6666666666666666,False,False,True,0
119,2,0,0,0,BENIGN,0.0,0.01680672268907563,2.0,True,False,False,1
61815,1,1,43,59,BENIGN,0.001650084930842,3.23546064870986e-05,0.5,False,False,True,0
23936,3,2,27,191,BENIGN,0.009107620320855615,0.0002088903743315508,1.0,False,False,True,1
23779,1,1,48,48,BENIGN,0.004037175659195,8.4107826233231e-05,0.5,False,False,True,0
276,2,2,76,652,BENIGN,2.63768115942029,0.0144927536231884,0.6666666666666666,False,False,True,0
59765291,2,2,128,388,BENIGN,8.63377374001241e-06,6.692847860474738e-08,0.6666666666666666,False,False,True,0
22706,4,10,272,25232,DoS Hulk,1.1232273407909803,0.0006165771161807451,0.36363636363636365,False,True,False,1
4998047,12,0,25,0,DDoS,5.001953763139882e-06,2.4009378063071438e-06,12.0,False,True,False,1
98616,1,1,64,117,BENIGN,0.0018354019631702,2.028068467591466e-05,0.5,False,False,True,0
57,2,2,4,12,BENIGN,0.2807017543859649,0.0701754385964912,0.6666666666666666,False,True,False,0
1040,2,2,56,178,BENIGN,0.225,0.0038461538461538,0.6666666666666666,False,False,True,0
276,2,2,84,414,BENIGN,1.8043478260869563,0.0144927536231884,0.6666666666666666,False,False,True,0
7838797,9,15,110,188,FTP-Patator,3.801603740982194e-05,3.061694288039351e-06,0.5625,False,True,False,0
46,1,1,0,10,PortScan,0.21739130434782608,0.043478260869565216,0.5,False,False,True,1
542,2,1,280,6,BENIGN,0.5276752767527675,0.0055350553505535,1.0,False,True,False,0
62040,4,2,148,198,BENIGN,0.0055770470664087,9.67117988394584e-05,1.3333333333333333,False,False,True,0
335,2,2,84,274,BENIGN,1.0686567164179104,0.0119402985074626,0.6666666666666666,False,False,True,0
65646,2,2,66,152,BENIGN,0.0033208420924351,6.093288243000335e-05,0.6666666666666666,False,False,True,0
86194099,5,8,318,11595,DoS Hulk,0.0001382113176912,1.5082238982508538e-07,0.5555555555555556,False,True,False,0
37446,1,1,43,59,BENIGN,0.0027239224483255,5.341024408481547e-05,0.5,False,False,True,0
1682327,3,6,26,11601,DDoS,0.0069112604148896,5.349732840286104e-06,0.4285714285714285,False,True,False,0
48655,4,2,176,216,BENIGN,0.0080567259274483,0.0001233172335833,1.3333333333333333,False,False,True,0
404411,15,16,3428,1944,BENIGN,0.013283516027012124,7.66546904015964e-05,0.8823529411764706,False,True,False,1
241177,6,8,965,3594,BENIGN,0.0189031292370333,5.8048653063932295e-05,0.6666666666666666,False,True,False,0
293299,7,2,242,427,BENIGN,0.0022809487928700744,3.0685409769552574e-05,2.3333333333333335,False,True,False,1
958,2,0,0,0,BENIGN,0.0,0.0020876826722338,2.0,False,True,False,0
190,2,2,86,150,BENIGN,1.2421052631578948,0.0210526315789473,0.6666666666666666,False,False,True,0
5434083,3,1,12,0,BENIGN,2.208284268017253e-06,7.360947560057511e-07,1.5,False,True,False,0
62204,2,2,94,228,BENIGN,0.0051765159796797,6.430454633142563e-05,0.6666666666666666,False,False,True,0
116012787,43,44,3039,54632,BENIGN,0.0004971089954075,7.499173345434758e-07,0.9555555555555556,False,True,False,0
23696,2,2,86,206,BENIGN,0.0123227548953409,0.00016880486158,0.6666666666666666,False,False,True,0
5,3,0,37,0,BENIGN,7.4,0.6,3.0,False,True,False,0
126707019,41,36,1075,729,BENIGN,1.4237569585628086e-05,6.077011408499793e-07,1.1081081081081081,True,False,False,1
66985472,10,9,429,13297,DoS Hulk,0.00020491010349229157,2.836435936437083e-07,1.0,False,True,False,1
6653888,1,7,6,42,BENIGN,7.213827464483923e-06,1.202304577413987e-06,0.125,False,True,False,0
105179,2,6,20,11601,DDoS,0.1104878350241017,7.606081061808916e-05,0.2857142857142857,False,True,False,0
31,1,1,0,6,PortScan,0.1935483870967742,0.064516129032258,0.5,False,True,False,0
291,6,3,52,68,BENIGN,0.41237113402061853,0.030927835051546393,1.5,True,False,False,1
3,1,1,6,6,BENIGN,4.0,0.6666666666666666,0.5,False,True,False,0
3,2,0,0,0,DoS Hulk,0.0,0.6666666666666666,2.0,False,True,False,0
44,1,1,0,0,BENIGN,0.0,0.0454545454545454,0.5,False,True,False,0
10141072,1,5,1375,24,BENIGN,0.0001379538573436,5.916534267777608e-07,0.1666666666666666,False,True,False,0
53,1,1,6,6,BENIGN,0.2264150943396226,0.0377358490566037,0.5,False,True,False,0
154,2,2,66,98,BENIGN,1.0649350649350648,0.0259740259740259,0.6666666666666666,False,False,True,0
12163058,12,12,6627,3620,BENIGN,0.0008424690567125,1.973187992690654e-06,0.9230769230769232,False,True,False,0
98301681,7,6,360,11595,DoS Hulk,0.0001216154177465,1.3224595823544462e-07,1.0,False,True,False,0
27,1,1,0,0,BENIGN,0.0,0.074074074074074,0.5,False,True,False,0
117707082,33,28,1393,17660,BENIGN,0.0001618679154751,5.182355977527333e-07,1.137931034482759,False,True,False,0
100012736,8,6,432,11595,DoS Hulk,0.0001202546843633,1.3998217187059058e-07,1.1428571428571428,False,True,False,0
23089,1,1,50,66,BENIGN,0.0050240374204166,8.66213348347698e-05,0.5,False,False,True,0
209,2,0,0,0,BENIGN,0.0,0.0095693779904306,2.0,False,True,False,0
588646,9,10,404,5018,BENIGN,0.0092109689015129,3.227746387472267e-05,0.8181818181818182,False,True,False,0
157,2,2,88,188,BENIGN,1.7579617834394905,0.0254777070063694,0.6666666666666666,False,False,True,0
91,2,3,0,0,BENIGN,0.0,0.054945054945054944,0.5,True,False,False,1
73893337,19,16,3388,12475,BENIGN,0.0002146742946525747,4.736556964533893e-07,1.1176470588235294,False,True,False,1
161,2,0,12,0,BENIGN,0.0745341614906832,0.0124223602484472,2.0,False,True,False,0
30754,2,2,78,230,BENIGN,0.0100149574039149,0.000130064381869,0.6666666666666666,False,False,True,0
96,1,1,6,6,BENIGN,0.125,0.0208333333333333,0.5,False,True,False,0
116788047,21,30,1007,34624,BENIGN,0.0003050911537205,4.366885251536059e-07,0.6774193548387096,False,True,False,0
3,3,0,60,0,BENIGN,20.0,1.0,3.0,True,False,False,1
4138693,5,1,135,46,BENIGN,4.3733613486189966e-05,1.4497330437411038e-06,2.5,False,True,False,0
5131976,2,0,12,0,BENIGN,2.338280615497812e-06,3.89713435916302e-07,2.0,False,True,False,0
94194,1,1,48,48,BENIGN,0.0010191731957449,2.1232774911353163e-05,0.5,False,False,True,0
91,1,1,0,0,BENIGN,0.0,0.0219780219780219,0.5,False,True,False,0
5906488,7,4,635,168,BENIGN,0.0001359521935877,1.862358816271192e-06,1.4,False,True,False,0
8533752,1,6,6,36,BENIGN,4.921633532354819e-06,8.202722553924698e-07,0.1428571428571428,False,True,False,0
60668390,11,10,1918,764,BENIGN,4.420753542330693e-05,3.461440133815979e-07,1.0,False,True,False,0
286,5,5,193,283,BENIGN,1.6643356643356644,0.03496503496503497,0.8333333333333334,False,True,False,1
83,5,6,213,857,BENIGN,12.891566265060241,0.13253012048192772,0.7142857142857143,False,True,False,1
43,1,1,0,6,PortScan,0.1395348837209302,0.0465116279069767,0.5,False,True,False,0
118659089,21,22,1989,5493,BENIGN,6.305458825830021e-05,3.623826911396564e-07,0.9130434782608696,False,True,False,0
23986,2,2,72,200,BENIGN,0.0113399483031768,0.0001667639456349,0.6666666666666666,False,False,True,0
159,1,1,6,6,BENIGN,0.0754716981132075,0.0125786163522012,0.5,False,True,False,0
77068,2,2,68,132,BENIGN,0.0025951108112316,5.19022162246328e-05,0.6666666666666666,False,False,True,0
210,3,1,75,121,BENIGN,0.9333333333333333,0.01904761904761905,1.5,False,True,False,1
4,2,0,0,0,BENIGN,0.0,0.5,2.0,False,False,True,1
728072,7,2,11601,26,BENIGN,0.0159695744376929,1.2361414805129163e-05,2.333333333333333,False,True,False,0
63097,3,4,440,859,BENIGN,0.0205873496362743,0.0001109402982709,0.6,False,True,False,0
92706,3,5,26,11601,DDoS,0.1254179880482385,8.629430673311329e-05,0.5,False,True,False,0
12381377,14,13,3493,3327,BENIGN,0.0005508272625896134,2.180694441337179e-06,1.0,False,True,False,1
115776619,131,173,2378,322816,BENIGN,0.0028088054635625,2.625746049813391e-06,0.7528735632183908,False,True,False,0
38136787,10,24,560,14331,BENIGN,0.0003904628882343969,8.915276475703105e-07,0.4,True,False,False,1
3,2,0,0,0,BENIGN,0.0,0.6666666666666666,2.0,False,False,True,1
86627,2,2,94,226,BENIGN,0.0036939984069631,4.617498008703984e-05,0.6666666666666666,False,False,True,0
5681876,7,5,332,159,BENIGN,8.641512063973237e-05,2.111978508506697e-06,1.1666666666666667,False,True,False,0
71,1,1,0,6,PortScan,0.0845070422535211,0.028169014084507,0.5,False,True,False,0
226,3,4,214,591,BENIGN,3.561946902654867,0.030973451327433628,0.6,False,True,False,1
44715,2,3,0,0,BENIGN,0.0,0.00011181930001118193,0.5,True,False,False,1
233,2,2,66,264,BENIGN,1.4163090128755365,0.0171673819742489,0.6666666666666666,False,False,True,0
52190,1,1,53,81,BENIGN,0.0025675416746503,3.832151753209427e-05,0.5,False,False,True,0
30772,1,1,62,90,BENIGN,0.0049395554400103,6.499415052645263e-05,0.5,False,False,True,0
90903502,6,9,11613,62,BENIGN,0.0001284328957975,1.650101444936632e-07,0.6,False,True,False,0
62464,1,1,47,106,BENIGN,0.0024494108606557,3.201844262295082e-05,0.5,False,False,True,0
44,1,1,0,6,PortScan,0.1363636363636363,0.0454545454545454,0.5,False,True,False,0
29,3,1,0,0,BENIGN,0.0,0.13793103448275862,1.5,True,False,False,1
22,2,1,0,17,PortScan,0.7727272727272727,0.13636363636363635,1.0,False,False,True,1
722,3,1,118,241,BENIGN,0.49722991689750695,0.00554016620498615,1.5,True,False,False,1
62,2,1,31,0,BENIGN,0.5,0.0483870967741935,1.0,False,True,False,0
179,2,2,0,0,BENIGN,0.0,0.0223463687150838,0.6666666666666666,True,False,False,1
104992643,21,33,1619,4225,BENIGN,5.566104284087791e-05,5.143217510964078e-07,0.6176470588235294,False,False,True,1
226768,1,1,48,64,BENIGN,0.0004938968461158,8.819586537783108e-06,0.5,False,False,True,0
47,1,1,0,0,BENIGN,0.0,0.0425531914893617,0.5,False,True,False,0
35,1,1,2,6,PortScan,0.2285714285714285,0.0571428571428571,0.5,False,True,False,0
